Player,Team,Pos,GP,G,A,Pts,PtsPerG,fPts,fPtsPerG,PPP,SHP,SOG,Hits,BS
Andrew Shaw,FA,F,14,2,2,4,0.29,14.5,1.0,4,0,25,20,4
Vitali Kravtsov,NYR,F,20,2,2,4,0.2,12.0,0.6,0,0,23,7,6
Libor Hajek,NYR,D,44,2,2,4,0.09,35.9,0.8,0,0,33,26,48
Ryan Lomberg,FLA,F,34,2,2,4,0.12,24.7,0.7,0,0,47,90,10
Logan Stanley,WPG,D,37,1,3,4,0.11,31.7,0.8,0,0,63,49,31
Josh Mahura,ANH,D,13,1,3,4,0.31,11.9,0.8,0,0,14,10,9
Givani Smith,DET,F,16,1,3,4,0.25,11.8,0.7,0,0,20,28,4
Antoine Roussel,ARI,F,35,1,3,4,0.11,23.6,0.7,0,1,28,63,18
Kevan Miller,FA,D,28,1,3,4,0.14,32.6,1.1,0,0,27,64,37
Erik Gudbranson,CGY,D,45,1,3,4,0.09,53.9,1.2,0,0,58,111,64
Anthony Bitetto,SJ,D,14,1,3,4,0.29,13.8,0.9,1,0,12,21,10
Brad Richardson,VAN,F,17,1,3,4,0.24,12.7,0.7,0,0,18,14,9
Matt Benning,NSH,D,53,1,3,4,0.08,41.8,0.8,0,1,43,55,53
Gabriel Carlsson,CLS,D,14,1,3,4,0.29,14.0,1.0,1,0,14,11,12
Michael Dal Colle,NYI,F,26,1,3,4,0.15,14.6,0.5,0,0,19,32,9
Olli Maatta,LA,D,41,0,4,4,0.1,38.9,0.9,0,0,43,41,53
Dmitry Kulikov,MIN,D,48,0,4,4,0.08,42.9,0.9,0,0,51,93,49
Jason Demers,FA,D,41,0,4,4,0.1,30.3,0.7,0,0,44,69,30
Zach Bogosian,TB,D,45,0,4,4,0.09,29.8,0.6,0,0,36,67,31
Nikita Nesterov,FA,D,38,0,4,4,0.11,25.9,0.7,0,0,33,41,29
Zac Jones,NYR,D,10,0,4,4,0.4,10.5,1.0,1,0,12,8,8
Caleb Jones,CHI,D,33,0,4,4,0.12,26.5,0.8,0,0,23,27,35
Liam Foudy,CLS,F,24,0,4,4,0.17,11.8,0.5,0,0,40,13,5
Alex Barre-Boulet,TB,F,15,3,0,3,0.2,12.9,0.8,2,0,26,8,5
Kieffer Bellows,NYI,F,14,3,0,3,0.21,14.0,1.0,0,0,19,36,5
Zac Dalpe,FLA,F,12,2,1,3,0.25,12.3,1.0,0,0,22,11,8
Max McCormick,SEA,F,12,2,1,3,0.25,8.1,0.7,0,0,5,16,2
Olli Juolevi,DET,D,23,2,1,3,0.13,24.7,1.0,0,0,24,23,30
Gaetan Haas,FA,F,34,2,1,3,0.09,25.0,0.7,0,0,24,31,29
Barrett Hayton,ARI,F,14,2,1,3,0.21,9.0,0.6,0,0,10,15,3
Cal Foote,TB,D,35,1,2,3,0.09,26.4,0.7,0,0,40,39,29
Jack Studnicka,BOS,F,20,1,2,3,0.15,12.5,0.6,0,0,28,7,10
Alexandre Carrier,NSH,D,19,1,2,3,0.16,24.8,1.3,0,0,31,22,31
Niko Mikkola,STL,D,30,1,2,3,0.1,29.1,1.0,0,0,22,49,36
Lane Pederson,SJ,F,15,1,2,3,0.2,10.9,0.7,1,0,15,39,2
Dennis Cholowski,SEA,D,16,1,2,3,0.19,14.5,0.9,0,0,10,5,18
Scott Harrington,CLS,D,12,1,2,3,0.25,16.2,1.3,0,1,8,9,20
Matt Tennyson,NSH,D,21,1,2,3,0.14,21.1,1.0,0,0,14,32,25
Jake McCabe,CHI,D,13,1,2,3,0.23,15.2,1.2,0,0,15,22,15
Trevor van Riemsdyk,WAS,D,20,1,2,3,0.15,21.6,1.1,1,0,23,13,27
Clark Bishop,OTT,F,13,0,3,3,0.23,10.9,0.8,0,0,16,23,8
Michael Amadio,VGK,F,25,0,3,3,0.12,14.7,0.6,1,0,24,8,16
Lucas Wallmark,FA,F,20,0,3,3,0.15,11.1,0.6,2,1,11,25,6
Liam O'Brien,ARI,F,12,0,3,3,0.25,7.4,0.6,0,0,6,28,2
Matt Calvert,FA,F,18,0,3,3,0.17,10.8,0.6,0,0,26,12,8
Alex Biega,NSH,D,13,0,3,3,0.23,11.1,0.8,0,0,4,22,11
Greg Pateryn,ANH,D,13,0,3,3,0.23,14.5,1.1,0,0,13,17,17
Andrew Peeke,CLS,D,11,0,3,3,0.27,14.5,1.3,0,0,5,35,15
Dan Renouf,DET,D,18,0,3,3,0.17,7.7,0.4,0,0,12,20,3
Christian Wolanin,LA,D,18,0,3,3,0.17,8.4,0.4,0,0,16,3,7
Kiefer Sherwood,COL,F,16,0,3,3,0.19,11.8,0.7,0,0,18,40,6
Gustav Lindstrom,DET,D,13,0,3,3,0.23,13.7,1.0,0,0,8,14,17
